"file name","company name","topic","source_file_path","notes/keywords","country","sector","revenue","employees"
"Acrinova Report STI.txt","Acrinova","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Acrinova%20Report%20STI.txt","File contain a summary of short term incentive plans for company Acrinova","Sweden","industrials",2740,24740
"Actic Group Report STI.txt","Actic Group","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Actic%20Group%20Report%20STI.txt","File contain a summary of short term incentive plans for company Actic Group","Sweden","industrials",2740,24740
"Addnode Report STI.txt","Addnode","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Addnode%20Report%20STI.txt","File contain a summary of short term incentive plans for company Addnode","Sweden","industrials",2740,24740
"Addtech Report STI.txt","Addtech","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Addtech%20Report%20STI.txt","File contain a summary of short term incentive plans for company Addtech","Denmark","financial services",130,540
"Afry Report STI.txt","Afry","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Afry%20Report%20STI.txt","File contain a summary of short term incentive plans for company Afry","Denmark","financial services",130,540
"agf Report STI.txt","agf","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/agf%20Report%20STI.txt","File contain a summary of short term incentive plans for company agf","Denmark","financial services",130,540
"Alfa Laval Report STI.txt","Alfa Laval","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Alfa%20Laval%20Report%20STI.txt","File contain a summary of short term incentive plans for company Alfa Laval","Denmark","healthcare",2950,5700
"Alimak Group Report STI.txt","Alimak Group","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Alimak%20Group%20Report%20STI.txt","File contain a summary of short term incentive plans for company Alimak Group","Denmark","healthcare",2950,5700
"alisa Report STI.txt","alisa","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/alisa%20Report%20STI.txt","File contain a summary of short term incentive plans for company alisa","Sweden","financial services",2630,3500
"alk Report STI.txt","alk","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/alk%20Report%20STI.txt","File contain a summary of short term incentive plans for company alk","Sweden","financial services",2630,3500
"Alleima Report STI.txt","Alleima","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Alleima%20Report%20STI.txt","File contain a summary of short term incentive plans for company Alleima","Denmark","financial services",10,10
"Alligator Bioscience Report STI.txt","Alligator Bioscience","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Alligator%20Bioscience%20Report%20STI.txt","File contain a summary of short term incentive plans for company Alligator Bioscience","Denmark","financial services",10,10
"Alligo Report STI.txt","Alligo","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Alligo%20Report%20STI.txt","File contain a summary of short term incentive plans for company Alligo","Denmark","financial services",10,10
"Ambea Report STI.txt","Ambea","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Ambea%20Report%20STI.txt","File contain a summary of short term incentive plans for company Ambea","Denmark","industrials",51360,87910
"ambu Report STI.txt","ambu","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/ambu%20Report%20STI.txt","File contain a summary of short term incentive plans for company ambu","Denmark","industrials",51360,87910
"Annehem Fastigheter Report STI.txt","Annehem Fastigheter","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Annehem%20Fastigheter%20Report%20STI.txt","File contain a summary of short term incentive plans for company Annehem Fastigheter","Sweden","energy",10,30
"anora Report STI.txt","anora","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/anora%20Report%20STI.txt","File contain a summary of short term incentive plans for company anora","Sweden","energy",10,30
"Anoto Report STI.txt","Anoto","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Anoto%20Report%20STI.txt","File contain a summary of short term incentive plans for company Anoto","Sweden","energy",10,30
"apetit Report STI.txt","apetit","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/apetit%20Report%20STI.txt","File contain a summary of short term incentive plans for company apetit","Sweden","technology",50,170
"Aq Group Report STI.txt","Aq Group","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Aq%20Group%20Report%20STI.txt","File contain a summary of short term incentive plans for company Aq Group","Sweden","technology",50,170
"aquaporin Report STI.txt","aquaporin","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/aquaporin%20Report%20STI.txt","File contain a summary of short term incentive plans for company aquaporin","Sweden","technology",50,170
"Arctic Paper Report STI.txt","Arctic Paper","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Arctic%20Paper%20Report%20STI.txt","File contain a summary of short term incentive plans for company Arctic Paper","Finland","financial services",1680,680
"Arise Report STI.txt","Arise","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Arise%20Report%20STI.txt","File contain a summary of short term incentive plans for company Arise","Finland","financial services",1680,680
"Arjo Report STI.txt","Arjo","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Arjo%20Report%20STI.txt","File contain a summary of short term incentive plans for company Arjo","Sweden","financial services",20,80
"Arla Plast Report STI.txt","Arla Plast","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Arla%20Plast%20Report%20STI.txt","File contain a summary of short term incentive plans for company Arla Plast","Sweden","financial services",20,80
"Ascelia Report STI.txt","Ascelia","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Ascelia%20Report%20STI.txt","File contain a summary of short term incentive plans for company Ascelia","Finland","consumer cyclical",180,480
"Asetek Report STI.txt","Asetek","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Asetek%20Report%20STI.txt","File contain a summary of short term incentive plans for company Asetek","Finland","consumer cyclical",180,480
"aspo Report STI.txt","aspo","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/aspo%20Report%20STI.txt","File contain a summary of short term incentive plans for company aspo","Finland","consumer cyclical",180,480
"aspocomp Report STI.txt","aspocomp","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/aspocomp%20Report%20STI.txt","File contain a summary of short term incentive plans for company aspocomp","Finland","consumer cyclical",90,360
"Assa Abloy Report STI.txt","Assa Abloy","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Assa%20Abloy%20Report%20STI.txt","File contain a summary of short term incentive plans for company Assa Abloy","Finland","consumer cyclical",90,360
"Atlas Copco Report STI.txt","Atlas Copco","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Atlas%20Copco%20Report%20STI.txt","File contain a summary of short term incentive plans for company Atlas Copco","Finland","consumer cyclical",90,360
"atria Report STI.txt","atria","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/atria%20Report%20STI.txt","File contain a summary of short term incentive plans for company atria","Denmark","consumer cyclical",900,2930
"Atrium Ljungberg Report STI.txt","Atrium Ljungberg","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Atrium%20Ljungberg%20Report%20STI.txt","File contain a summary of short term incentive plans for company Atrium Ljungberg","Denmark","consumer cyclical",900,2930
"Attendo Report STI.txt","Attendo","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Attendo%20Report%20STI.txt","File contain a summary of short term incentive plans for company Attendo","Denmark","consumer cyclical",900,2930
"Avanza Report STI.txt","Avanza","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Avanza%20Report%20STI.txt","File contain a summary of short term incentive plans for company Avanza","Sweden","financial services",160,510
"B3 Consulting Group Report STI.txt","B3 Consulting Group","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/B3%20Consulting%20Group%20Report%20STI.txt","File contain a summary of short term incentive plans for company B3 Consulting Group","Sweden","financial services",160,510
"Bactiguard Report STI.txt","Bactiguard","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Bactiguard%20Report%20STI.txt","File contain a summary of short term incentive plans for company Bactiguard","Sweden","financial services",160,510
"Balco Group Report STI.txt","Balco Group","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Balco%20Group%20Report%20STI.txt","File contain a summary of short term incentive plans for company Balco Group","Sweden","healthcare",2090,47260
"bang-olufsen Report STI.txt","bang-olufsen","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/bang-olufsen%20Report%20STI.txt","File contain a summary of short term incentive plans for company bang-olufsen","Sweden","healthcare",2090,47260
"bavarian-nordic Report STI.txt","bavarian-nordic","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/bavarian-nordic%20Report%20STI.txt","File contain a summary of short term incentive plans for company bavarian-nordic","Sweden","healthcare",2090,47260
"Be Group Report STI.txt","Be Group","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Be%20Group%20Report%20STI.txt","File contain a summary of short term incentive plans for company Be Group","Sweden","healthcare",0,10
"Beijer Alma Report STI.txt","Beijer Alma","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Beijer%20Alma%20Report%20STI.txt","File contain a summary of short term incentive plans for company Beijer Alma","Sweden","healthcare",0,10
"Beijer Ref Report STI.txt","Beijer Ref","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Beijer%20Ref%20Report%20STI.txt","File contain a summary of short term incentive plans for company Beijer Ref","Sweden","healthcare",0,10
"Betsson Report STI.txt","Betsson","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Betsson%20Report%20STI.txt","File contain a summary of short term incentive plans for company Betsson","Sweden","industrials",1470,6190
"Better Collective Report STI.txt","Better Collective","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Better%20Collective%20Report%20STI.txt","File contain a summary of short term incentive plans for company Better Collective","Sweden","industrials",1470,6190
"Bhg Group Report STI.txt","Bhg Group","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Bhg%20Group%20Report%20STI.txt","File contain a summary of short term incentive plans for company Bhg Group","Sweden","healthcare",0,30
"Billerudkorsnas Report STI.txt","Billerudkorsnas","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Billerudkorsnas%20Report%20STI.txt","File contain a summary of short term incentive plans for company Billerudkorsnas","Sweden","healthcare",0,30
"Bioarctic Report STI.txt","Bioarctic","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Bioarctic%20Report%20STI.txt","File contain a summary of short term incentive plans for company Bioarctic","Finland","consumer cyclical",1930,9600
"Biogaia Report STI.txt","Biogaia","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Biogaia%20Report%20STI.txt","File contain a summary of short term incentive plans for company Biogaia","Sweden","technology",40,180
"Bioinvent Report STI.txt","Bioinvent","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Bioinvent%20Report%20STI.txt","File contain a summary of short term incentive plans for company Bioinvent","Sweden","technology",40,180
"bioporto Report STI.txt","bioporto","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/bioporto%20Report%20STI.txt","File contain a summary of short term incentive plans for company bioporto","Sweden","technology",40,180
"Biotage Report STI.txt","Biotage","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Biotage%20Report%20STI.txt","File contain a summary of short term incentive plans for company Biotage","Sweden","consumer defensive",330,760
"Bjorn Borg Report STI.txt","Bjorn Borg","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Bjorn%20Borg%20Report%20STI.txt","File contain a summary of short term incentive plans for company Bjorn Borg","Sweden","consumer defensive",330,760
"Bonava Report STI.txt","Bonava","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Bonava%20Report%20STI.txt","File contain a summary of short term incentive plans for company Bonava","Sweden","consumer defensive",330,760
"Bonesupport Report STI.txt","Bonesupport","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Bonesupport%20Report%20STI.txt","File contain a summary of short term incentive plans for company Bonesupport","Sweden","industrials",110,330
"Bong Report STI.txt","Bong","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Bong%20Report%20STI.txt","File contain a summary of short term incentive plans for company Bong","Sweden","industrials",110,330
"Boozt Report STI.txt","Boozt","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Boozt%20Report%20STI.txt","File contain a summary of short term incentive plans for company Boozt","Sweden","industrials",110,330
"boreo Report STI.txt","boreo","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/boreo%20Report%20STI.txt","File contain a summary of short term incentive plans for company boreo","Sweden","communication services",5370,14000
"Boule Report STI.txt","Boule","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Boule%20Report%20STI.txt","File contain a summary of short term incentive plans for company Boule","Sweden","consumer cyclical",40,110
"Bravida Report STI.txt","Bravida","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Bravida%20Report%20STI.txt","File contain a summary of short term incentive plans for company Bravida","Sweden","consumer cyclical",40,110
"Bufab Report STI.txt","Bufab","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Bufab%20Report%20STI.txt","File contain a summary of short term incentive plans for company Bufab","Sweden","consumer cyclical",40,110
"Bulten Report STI.txt","Bulten","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Bulten%20Report%20STI.txt","File contain a summary of short term incentive plans for company Bulten","Sweden","healthcare",0,10
"Bure Equity Report STI.txt","Bure Equity","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Bure%20Equity%20Report%20STI.txt","File contain a summary of short term incentive plans for company Bure Equity","Sweden","healthcare",0,10
"Byggmax Report STI.txt","Byggmax","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Byggmax%20Report%20STI.txt","File contain a summary of short term incentive plans for company Byggmax","Denmark","financial services",20,110
"C-Rad Report STI.txt","C-Rad","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/C-Rad%20Report%20STI.txt","File contain a summary of short term incentive plans for company C-Rad","Denmark","financial services",20,110
"Camurus Report STI.txt","Camurus","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Camurus%20Report%20STI.txt","File contain a summary of short term incentive plans for company Camurus","Denmark","financial services",20,110
"Cantargia Report STI.txt","Cantargia","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Cantargia%20Report%20STI.txt","File contain a summary of short term incentive plans for company Cantargia","Finland","industrials",5390,17130
"capman Report STI.txt","capman","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/capman%20Report%20STI.txt","File contain a summary of short term incentive plans for company capman","Finland","industrials",5390,17130
"cargotec Report STI.txt","cargotec","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/cargotec%20Report%20STI.txt","File contain a summary of short term incentive plans for company cargotec","Sweden","communication services",100,410
"carlsberg Report STI.txt","carlsberg","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/carlsberg%20Report%20STI.txt","File contain a summary of short term incentive plans for company carlsberg","Sweden","communication services",100,410
"Castellum Report STI.txt","Castellum","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Castellum%20Report%20STI.txt","File contain a summary of short term incentive plans for company Castellum","Sweden","communication services",100,410
"Catella Report STI.txt","Catella","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Catella%20Report%20STI.txt","File contain a summary of short term incentive plans for company Catella","Sweden","industrials",260,16110
"cbrain Report STI.txt","cbrain","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/cbrain%20Report%20STI.txt","File contain a summary of short term incentive plans for company cbrain","Sweden","industrials",260,16110
"Christian Berner Report STI.txt","Christian Berner","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Christian%20Berner%20Report%20STI.txt","File contain a summary of short term incentive plans for company Christian Berner","Sweden","industrials",260,16110
"Cint Group Report STI.txt","Cint Group","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Cint%20Group%20Report%20STI.txt","File contain a summary of short term incentive plans for company Cint Group","Sweden","communication services",510,1050
"citycon Report STI.txt","citycon","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/citycon%20Report%20STI.txt","File contain a summary of short term incentive plans for company citycon","Sweden","communication services",510,1050
"Cloetta Report STI.txt","Cloetta","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Cloetta%20Report%20STI.txt","File contain a summary of short term incentive plans for company Cloetta","Sweden","communication services",510,1050
"CoinShares International Report STI.txt","CoinShares International","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/CoinShares%20International%20Report%20STI.txt","File contain a summary of short term incentive plans for company CoinShares International","Denmark","industrials",1430,3030
"coloplast Report STI.txt","coloplast","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/coloplast%20Report%20STI.txt","File contain a summary of short term incentive plans for company coloplast","Denmark","industrials",1430,3030
"columbus Report STI.txt","columbus","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/columbus%20Report%20STI.txt","File contain a summary of short term incentive plans for company columbus","Denmark","industrials",1430,3030
"componenta Report STI.txt","componenta","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/componenta%20Report%20STI.txt","File contain a summary of short term incentive plans for company componenta","Sweden","industrials",1390,5410
"Concejo Report STI.txt","Concejo","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Concejo%20Report%20STI.txt","File contain a summary of short term incentive plans for company Concejo","Sweden","industrials",1390,5410
"consti Report STI.txt","consti","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/consti%20Report%20STI.txt","File contain a summary of short term incentive plans for company consti","Sweden","industrials",1390,5410
"Coor Report STI.txt","Coor","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Coor%20Report%20STI.txt","File contain a summary of short term incentive plans for company Coor","Finland","consumer cyclical",560,2180
"Corem Property Report STI.txt","Corem Property","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Corem%20Property%20Report%20STI.txt","File contain a summary of short term incentive plans for company Corem Property","Finland","consumer cyclical",560,2180
"Creades Report STI.txt","Creades","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Creades%20Report%20STI.txt","File contain a summary of short term incentive plans for company Creades","Finland","consumer cyclical",560,2180
"Ctt Systems Report STI.txt","Ctt Systems","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Ctt%20Systems%20Report%20STI.txt","File contain a summary of short term incentive plans for company Ctt Systems","Sweden","technology",20,90
"danske bank Report STI.txt","danske bank","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/danske%20bank%20Report%20STI.txt","File contain a summary of short term incentive plans for company danske bank","Sweden","technology",20,90
"Dedicare Report STI.txt","Dedicare","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Dedicare%20Report%20STI.txt","File contain a summary of short term incentive plans for company Dedicare","Sweden","technology",20,90
"demant Report STI.txt","demant","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/demant%20Report%20STI.txt","File contain a summary of short term incentive plans for company demant","Sweden","industrials",630,2230
"dfds Report STI.txt","dfds","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/dfds%20Report%20STI.txt","File contain a summary of short term incentive plans for company dfds","Sweden","industrials",630,2230
"Dios Fastigheter Report STI.txt","Dios Fastigheter","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Dios%20Fastigheter%20Report%20STI.txt","File contain a summary of short term incentive plans for company Dios Fastigheter","Sweden","industrials",630,2230
"Dometic Report STI.txt","Dometic","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Dometic%20Report%20STI.txt","File contain a summary of short term incentive plans for company Dometic","Sweden","healthcare",0,20
"Doro Report STI.txt","Doro","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Doro%20Report%20STI.txt","File contain a summary of short term incentive plans for company Doro","Sweden","healthcare",0,20
"dsv Report STI.txt","dsv","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/dsv%20Report%20STI.txt","File contain a summary of short term incentive plans for company dsv","Sweden","healthcare",0,20
"Duroc Report STI.txt","Duroc","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Duroc%20Report%20STI.txt","File contain a summary of short term incentive plans for company Duroc","Sweden","financial services",0,0
"eac Report STI.txt","eac","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/eac%20Report%20STI.txt","File contain a summary of short term incentive plans for company eac","Sweden","financial services",0,0
"Eastnine Report STI.txt","Eastnine","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Eastnine%20Report%20STI.txt","File contain a summary of short term incentive plans for company Eastnine","Sweden","financial services",0,0
"eezy Report STI.txt","eezy","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/eezy%20Report%20STI.txt","File contain a summary of short term incentive plans for company eezy","Sweden","technology",320,630
"Elanders Report STI.txt","Elanders","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Elanders%20Report%20STI.txt","File contain a summary of short term incentive plans for company Elanders","Sweden","technology",320,630
"elecster Report STI.txt","elecster","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/elecster%20Report%20STI.txt","File contain a summary of short term incentive plans for company elecster","Sweden","technology",320,630
"Electrolux Professional Report STI.txt","Electrolux Professional","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Electrolux%20Professional%20Report%20STI.txt","File contain a summary of short term incentive plans for company Electrolux Professional","Sweden","industrials",3600,11710
"Elekta Report STI.txt","Elekta","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Elekta%20Report%20STI.txt","File contain a summary of short term incentive plans for company Elekta","Sweden","industrials",3600,11710
"elisa Report STI.txt","elisa","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/elisa%20Report%20STI.txt","File contain a summary of short term incentive plans for company elisa","Sweden","industrials",3600,11710
"Emilshus Report STI.txt","Emilshus","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Emilshus%20Report%20STI.txt","File contain a summary of short term incentive plans for company Emilshus","Sweden","industrials",530,2490
"endomines Report STI.txt","endomines","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/endomines%20Report%20STI.txt","File contain a summary of short term incentive plans for company endomines","Sweden","industrials",530,2490
"enersense Report STI.txt","enersense","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/enersense%20Report%20STI.txt","File contain a summary of short term incentive plans for company enersense","Sweden","industrials",530,2490
"Engcon Report STI.txt","Engcon","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Engcon%20Report%20STI.txt","File contain a summary of short term incentive plans for company Engcon","Sweden","consumer cyclical",100,150
"Eniro Report STI.txt","Eniro","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Eniro%20Report%20STI.txt","File contain a summary of short term incentive plans for company Eniro","Sweden","consumer cyclical",100,150
"Eolus Vind Report STI.txt","Eolus Vind","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Eolus%20Vind%20Report%20STI.txt","File contain a summary of short term incentive plans for company Eolus Vind","Finland","energy",20640,5570
"Epiroc Report STI.txt","Epiroc","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Epiroc%20Report%20STI.txt","File contain a summary of short term incentive plans for company Epiroc","Finland","energy",20640,5570
"Episurf Report STI.txt","Episurf","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Episurf%20Report%20STI.txt","File contain a summary of short term incentive plans for company Episurf","Finland","energy",20640,5570
"eq Report STI.txt","eq","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/eq%20Report%20STI.txt","File contain a summary of short term incentive plans for company eq","Sweden","technology",50,210
"Essity Report STI.txt","Essity","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Essity%20Report%20STI.txt","File contain a summary of short term incentive plans for company Essity","Sweden","technology",50,210
"etteplan Report STI.txt","etteplan","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/etteplan%20Report%20STI.txt","File contain a summary of short term incentive plans for company etteplan","Sweden","technology",50,210
"evli Report STI.txt","evli","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/evli%20Report%20STI.txt","File contain a summary of short term incentive plans for company evli","Denmark","technology",880,6940
"Evolution Gaming Group Report STI.txt","Evolution Gaming Group","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Evolution%20Gaming%20Group%20Report%20STI.txt","File contain a summary of short term incentive plans for company Evolution Gaming Group","Denmark","technology",880,6940
"Ework Group Report STI.txt","Ework Group","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Ework%20Group%20Report%20STI.txt","File contain a summary of short term incentive plans for company Ework Group","Denmark","technology",880,6940
"exel composites Report STI.txt","exel composites","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/exel%20composites%20Report%20STI.txt","File contain a summary of short term incentive plans for company exel composites","Sweden","communication services",300,840
"Fasadgruppen Report STI.txt","Fasadgruppen","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Fasadgruppen%20Report%20STI.txt","File contain a summary of short term incentive plans for company Fasadgruppen","Sweden","communication services",300,840
"fast-ejendom Report STI.txt","fast-ejendom","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/fast-ejendom%20Report%20STI.txt","File contain a summary of short term incentive plans for company fast-ejendom","Sweden","communication services",300,840
"Fastator Report STI.txt","Fastator","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Fastator%20Report%20STI.txt","File contain a summary of short term incentive plans for company Fastator","Sweden","consumer cyclical",860,2450
"Fastpartner Report STI.txt","Fastpartner","short term incentive","https://github.com/MattiasEhnhage/RemRepTextFiles/blob/main/STI/Fastpartner%20Report%20STI.txt","File contain a summary of short term incentive plans for company Fastpartner","Sweden","consumer cyclical",860,2450
